NA,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs.1,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
746,Mg,Zs Ev,Exclusive,2358000.00,NA,NA,NA,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,NA,Electric,1644 mm,4314 mm,1809 mm,SUV,5,0.00,0.00,NA,NA,NA,NA,NA,Ventilated Disc,Ventilated Disc,MacPherson Strut,Torsion Beam,NA,NA,215/50 R17,215/50 R17,Electric Power,All Windows,NA,Smart Key,142.76PS@3500rpm,353Nm@5000rpm,Analog,Digital,Analog,Yes,5,Leather,Automatic,2585 mm,215/50 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,NA,Yes,"With Remote, Manual",448 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Automatic,Digital,Yes,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,NA,Yes,"Sport, Normal, Eco",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,NA,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,NA,Rake,NA,NA,Rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,"44.5 (kWh), Lithium Ion",340 km/full charge
747,Kia,Carnival,Premium 7 Str,2495000.00,2199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,NA,Diesel,1755 mm,5115 mm,1985 mm,MUV,5,0.00,0.00,NA,NA,NA,8,NA,Ventilated Disc,Ventilated Disc,Macpherson strut with Coil Spring,Multi link,1985 mm,NA,235/60 R18,235/60 R18,Electric Power,All Windows,NA,Smart Key,200PS@3800rpm,440Nm@1750-2750rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,3060 mm,235/60 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 Years Warranty,Yes,"Manual, With Remote",540 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,Yes,3 Zone climate control,Yes,NA,Yes,Yes,NA,Yes,"Normal, Eco",Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,All Rows,NA,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,"Rake, Reach",NA,NA,Rear sensors with camera,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,NA,"Audio Controls, Cup Holders",Yes,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,CRDi,NA,Yes,NA,NA,Yes,NA,NA
748,Kia,Carnival,Premium 8 Str,2515000.00,2199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,NA,Diesel,1755 mm,5115 mm,1985 mm,MUV,5,0.00,0.00,NA,NA,NA,8,NA,Ventilated Disc,Ventilated Disc,Macpherson strut with Coil Spring,Multi link,1985 mm,NA,235/60 R18,235/60 R18,Electric Power,All Windows,NA,Smart Key,200PS@3800rpm,440Nm@1750-2750rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,3060 mm,235/60 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 Years Warranty,Yes,"Manual, With Remote",540 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,Yes,3 Zone climate control,Yes,NA,Yes,Yes,NA,Yes,"Normal, Eco",Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,All Rows,NA,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,"Rake, Reach",NA,NA,Rear sensors with camera,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,NA,"Audio Controls, Cup Holders",Yes,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,CRDi,NA,Yes,NA,NA,Yes,NA,NA
749,Kia,Carnival,Prestige 7 Str,2895000.00,2199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,NA,Diesel,1755 mm,5115 mm,1985 mm,MUV,5,0.00,0.00,NA,NA,NA,8,NA,Ventilated Disc,Ventilated Disc,Macpherson strut with Coil Spring,Multi link,1985 mm,NA,235/60 R18,235/60 R18,Electric Power,All Windows,NA,Smart Key,200PS@3800rpm,440Nm@1750-2750rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,3060 mm,235/60 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 Years Warranty,Yes,"Manual, With Remote",540 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,Yes,3 Zone climate control,Yes,Yes,Yes,Yes,NA,Yes,"Normal, Eco",Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,All Rows,NA,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,CRDi,Yes,Yes,NA,NA,Yes,NA,NA
750,Kia,Carnival,Prestige 9 (6+3) Str,2995000.00,2199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,NA,Diesel,1755 mm,5115 mm,1985 mm,MUV,5,0.00,0.00,NA,NA,NA,8,NA,Ventilated Disc,Ventilated Disc,Macpherson strut with Coil Spring,Multi link,1985 mm,NA,235/60 R18,235/60 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,200PS@3800rpm,440Nm@1750-2750rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,3060 mm,235/60 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 Years Warranty,Yes,"Manual, With Remote",540 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,Yes,3 Zone climate control,Yes,Yes,Yes,Yes,NA,Yes,"Normal, Eco",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,NA,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Cup Holders, Audio Controls",Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,CRDi,Yes,Yes,NA,NA,Yes,NA,NA
751,Kia,Carnival,Limousine 7 Str,3395000.00,2199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,NA,Diesel,1755 mm,5115 mm,1985 mm,MUV,5,0.00,0.00,NA,NA,NA,8,NA,Ventilated Disc,Ventilated Disc,Macpherson strut with Coil Spring,Multi link,1985 mm,NA,235/60 R18,235/60 R18,Electric Power,All Windows,NA,Smart Key,200PS@3800rpm,440Nm@1750-2750rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,3060 mm,235/60 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 Years Warranty,Yes,"Manual, With Remote",540 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,Yes,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Yes,"Normal, Eco",Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,All Rows,NA,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,NA,"Rake, Reach",NA,NA,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,NA,"Audio Controls, Cup Holders",Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,CRDi,Yes,Yes,NA,NA,Yes,NA,NA
789,Land Rover Rover,Range Evoque,S,5494000.00,1999 cc,4,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,NA,Diesel,1649 mm,4371 mm,1996 mm,SUV,5,0.00,0.00,15.6 km/litre,NA,1915 kg,9,210 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1626 mm,1632 mm,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,179PS@4000rpm,430NM@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2681 mm,235/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",NA,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,NA,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2450 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,15.5,"Rake, Reach",NA,NA,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D180,Yes,Yes,NA,Yes,Yes,NA,NA
790,Land Rover Rover,Range Evoque,Se R-Dynamic,5985000.00,1999 cc,4,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,NA,Diesel,1649 mm,4371 mm,1996 mm,SUV,5,0.00,0.00,15.6 km/litre,NA,1915 kg,9,210 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1626 mm,1632 mm,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,179PS@4000rpm,430NM@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2681 mm,235/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",NA,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,NA,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2450 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,15.5,"Rake, Reach",NA,NA,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D180,Yes,Yes,NA,Yes,Yes,NA,NA
791,Land Rover Rover,Range Evoque,S Petrol,5494000.00,1997 cc,4,4,AWD (All Wheel Drive),V,BS 6,"Front, Transverse",Injection,NA,Petrol,1649 mm,4371 mm,1996 mm,SUV,5,0.00,0.00,NA,NA,1929 kg,9,210 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1626 mm,1632 mm,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,245PS@5500rpm,365Nm@1500-4500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2681 mm,235/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",NA,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,NA,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2430 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,15.5,"Rake, Reach",NA,NA,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,P 250,Yes,Yes,NA,Yes,Yes,NA,NA
792,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,5985000.00,1997 cc,4,4,AWD (All Wheel Drive),V,BS 6,"Front, Transverse",Injection,NA,Petrol,1649 mm,4371 mm,1996 mm,SUV,5,0.00,0.00,NA,NA,1929 kg,9,210 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1626 mm,1632 mm,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,245PS@5500rpm,365Nm@1500-4500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2681 mm,235/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",NA,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,NA,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2430 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,15.5,"Rake, Reach",NA,NA,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,P 250,Yes,Yes,NA,Yes,Yes,NA,NA
818,Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic,6952964.00,1998 cc,4,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,NA,Petrol,1609 mm,4370 mm,1900 mm,Convertible,5,15.68,0.00,15.7 km/litre,NA,2013 kg,9,NA,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1621 mm,1629 mm,155/85R18,155/85R18,Electric Power,All Windows,"Yes, with memory",Smart Key,240PS@5500rpm,340NM@1500rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,2660 mm,155/85R18,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",251 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2410 kg,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7,NA,"Rake, Reach",NA,NA,Front & rear sensors with 360 degree view,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Only front,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
819,Land Rover Rover,Range Velar,2.0 Diesel R-Dynamic S,7246802.00,1999 cc,4,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,NA,Diesel,1665 mm,4797 mm,2145 mm,SUV,5,15.68,15.70,15.7 km/litre,NA,NA,9,NA,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,NA,NA,235/65R17,235/65R17,Electric Power,All Windows,NA,Smart Key,179PS@4000rpm,430NM@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2874 mm,235/65R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",NA,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,"Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger head airbags",Yes,Yes,Yes,Yes,6,NA,"Rake, Reach",NA,NA,Rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,NA,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
827,Land Rover Rover,Range Sport,5.0L V8 Svr Petrol,20517853.00,4999 cc,8,4,4WD,V,NA,NA,NA,NA,Petrol,1803 mm,4882 mm,2220 mm,SUV,5,0.00,0.00,NA,NA,2310 kg,NA,NA,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,1692.5 mm,1686.4 mm,255/50,255/50,Electric Power,All Windows,Yes,Smart Key,567bhp@6000-6500rpm,700Nm@3500-4000rpm,Yes,Yes,Yes,Yes,5,Leather,Automatic,2923 mm,R19,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,NA,Yes,Internal,NA,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,NA,Yes,Internal,Yes,NA,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,NA,4 Zone climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,NA,3000 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,NA,Yes,NA,NA,"Reach, Rake",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,NA,Yes,Cup Holders,Yes,Yes,Yes,NA,All,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
833,Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,17940227.00,4999 cc,8,4,4WD,NA,NA,NA,NA,NA,Petrol,1803 mm,4879 mm,2220 mm,SUV,5,0.00,0.00,NA,NA,NA,NA,NA,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,1692.5 mm,1686.4 mm,255/50,255/50,Electric Power,All Windows,Yes,Smart Key,518bhp@6000-6500rpm,625Nm@2500-5500rpm,Yes,Yes,Yes,Yes,5,Leather,Automatic,2923 mm,R19,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,NA,Yes,Internal,NA,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,NA,Yes,Internal,Yes,NA,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,NA,4 Zone climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8,NA,"Reach, Rake",NA,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,All,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
852,Land Rover Rover,Range,3.0L Tdv6 Vogue Diesel,18185267.00,2993 cc,6,4,4WD,V,BS IV,"Front, Longitudinal",Injection,NA,Diesel,1868 mm,5200 mm,2120 mm,SUV,5,0.00,0.00,NA,NA,NA,8,295.5 mm,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,1692 mm,1685 mm,NA,NA,Electric Power,All Windows,Yes,Remote,254bhp@3750rpm,600Nm@1750-2250rpm,Digital,Digital,Analog,Yes,5,Leather,Automatic,3120 mm,19,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",909 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,"Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,NA,8,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Audio Controls,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
853,Land Rover Rover,Range,3.0L Tdv6 Vogue Lwb Diesel,19527130.00,2993 cc,6,4,4WD,V,BS IV,"Front, Longitudinal",Injection,NA,Diesel,1868 mm,5200 mm,2073 mm,SUV,5,0.00,0.00,NA,NA,2687 kg,8,295.5 mm,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,1692 mm,1685 mm,NA,NA,Electric Power,All Windows,Yes,Smart Key,254bhp@3750rpm,600Nm@1750-2250rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,3120 mm,20,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,NA,Yes,Yes,NA,Digital,Yes,Yes,NA,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,NA,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,3100 kg,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,NA,8,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Audio Controls,Yes,Yes,NA,NA,Only front,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
